timestamp,container_name,cpu_percent,mem_usage_mb,gpu_percent,gpu_mem_percent
2025-10-10T16:12:33Z,analylit-rq-dashboard-1,0.32%,19.84MiB / 13.65GiB,N/A,N/A
2025-10-10T16:12:33Z,analylit_redis,1.93%,3.777MiB / 13.65GiB,N/A,N/A
2025-10-10T16:12:33Z,analylit_db,4.11%,20.07MiB / 13.65GiB,N/A,N/A
2025-10-10T16:12:33Z,analylit_monitor,0.43%,9.43MiB / 13.65GiB,N/A,N/A
2025-10-10T16:12:33Z,analylit-worker-import-1,0.04%,20.89MiB / 4GiB,N/A,N/A
2025-10-10T16:12:33Z,analylit_ollama,10.59%,22.2MiB / 13.65GiB,N/A,N/A
2025-10-10T16:12:33Z,analylit-worker-screening-1,0.05%,22.03MiB / 13.65GiB,N/A,N/A
2025-10-10T16:12:33Z,analylit-worker-extraction-3,0.04%,21.99MiB / 13.65GiB,N/A,N/A
2025-10-10T16:12:33Z,analylit-worker-synthesis-2,0.05%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-10T16:12:33Z,analylit-worker-analysis-4,2.15%,22.01MiB / 13.65GiB,N/A,N/A
2025-10-10T16:12:33Z,analylit-worker-screening-2,0.05%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-10T16:12:33Z,analylit-worker-extraction-4,0.05%,22MiB / 13.65GiB,N/A,N/A
2025-10-10T16:12:33Z,analylit-worker-synthesis-1,0.05%,22.03MiB / 13.65GiB,N/A,N/A
2025-10-10T16:12:33Z,analylit-worker-analysis-1,0.05%,22.02MiB / 13.65GiB,N/A,N/A
2025-10-10T16:12:33Z,analylit-worker-extraction-5,0.10%,22.01MiB / 13.65GiB,N/A,N/A
2025-10-10T16:12:33Z,analylit-worker-analysis-2,0.08%,22.01MiB / 13.65GiB,N/A,N/A
2025-10-10T16:12:33Z,analylit_web,413.43%,268.7MiB / 13.65GiB,N/A,N/A
2025-10-10T16:12:33Z,analylit-worker-extraction-1,0.04%,22.01MiB / 13.65GiB,N/A,N/A
2025-10-10T16:12:33Z,analylit-worker-analysis-3,0.03%,22MiB / 13.65GiB,N/A,N/A
2025-10-10T16:12:33Z,analylit-worker-extraction-6,0.05%,22.01MiB / 13.65GiB,N/A,N/A
2025-10-10T16:12:33Z,analylit-worker-analysis-5,0.04%,22.01MiB / 13.65GiB,N/A,N/A
2025-10-10T16:12:33Z,analylit-worker-extraction-2,0.03%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-10T16:12:33Z,analylit-worker-analysis-6,0.04%,22.05MiB / 13.65GiB,N/A,N/A
2025-10-10T16:12:40Z,analylit_web,583.98%,4.184GiB / 13.65GiB,N/A,N/A
