timestamp,container_name,cpu_percent,mem_usage_mb,gpu_percent,gpu_mem_percent
2025-10-10T13:43:23Z,analylit-rq-dashboard-1,35.59%,20.23MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:23Z,analylit-worker-import-1,0.04%,27.05MiB / 4GiB,N/A,N/A
2025-10-10T13:43:23Z,analylit_monitor,0.69%,9.723MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:23Z,analylit_redis,1.98%,4.777MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:23Z,analylit_db,0.02%,19.61MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:23Z,analylit-worker-synthesis-2,0.05%,22.07MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:23Z,analylit-worker-extraction-1,0.04%,22MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:23Z,analylit-worker-screening-1,0.04%,22.03MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:23Z,analylit-worker-analysis-6,0.04%,22MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:23Z,analylit_ollama,24.13%,23.2MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:23Z,analylit-worker-synthesis-1,5.35%,22.03MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:23Z,analylit-worker-screening-2,0.04%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:23Z,analylit-worker-extraction-3,0.05%,22MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:23Z,analylit-worker-analysis-1,0.04%,22.01MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:23Z,analylit-worker-extraction-6,0.05%,22.02MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:23Z,analylit-worker-analysis-4,0.04%,22.01MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:23Z,analylit-worker-extraction-5,10.96%,22.01MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:23Z,analylit-worker-analysis-3,0.04%,22.02MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:23Z,analylit-worker-extraction-2,0.04%,22.01MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:23Z,analylit-worker-analysis-5,0.04%,22.02MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:23Z,analylit-worker-extraction-4,0.04%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:23Z,analylit-worker-analysis-2,11.98%,22.05MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:31Z,analylit-rq-dashboard-1,0.03%,20.49MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:31Z,analylit-worker-analysis-6,0.07%,22MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:31Z,analylit-worker-synthesis-2,0.06%,22.07MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:31Z,analylit-worker-import-1,0.07%,27.05MiB / 4GiB,N/A,N/A
2025-10-10T13:43:31Z,analylit-worker-analysis-1,0.07%,22.01MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:31Z,analylit_monitor,0.39%,10.9MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:31Z,analylit-worker-extraction-1,0.07%,22MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:31Z,analylit-worker-synthesis-1,0.06%,22.03MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:31Z,analylit-worker-extraction-3,0.08%,22MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:31Z,analylit-worker-extraction-6,0.06%,22.02MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:31Z,analylit_redis,0.45%,6.488MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:31Z,analylit-worker-extraction-5,0.04%,22.01MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:31Z,analylit_ollama,0.00%,49.55MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:31Z,analylit-worker-extraction-2,0.05%,22.01MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:31Z,analylit-worker-screening-1,0.05%,22.03MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:31Z,analylit_db,3.11%,29.96MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:31Z,analylit-worker-screening-2,0.05%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:31Z,analylit-worker-analysis-4,0.05%,22.01MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:31Z,analylit-worker-analysis-3,0.04%,22.02MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:31Z,analylit-worker-analysis-5,0.06%,22.02MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:31Z,analylit-worker-extraction-4,0.06%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:31Z,analylit-worker-analysis-2,0.05%,22.05MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:31Z,--,0.00%,0B / 0B,N/A,N/A
2025-10-10T13:43:39Z,analylit_web,84.93%,422.5MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:39Z,analylit-rq-dashboard-1,0.01%,20.49MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:39Z,analylit-worker-analysis-6,0.03%,22MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:39Z,analylit-worker-synthesis-2,0.05%,22.07MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:39Z,analylit-worker-import-1,0.03%,27.11MiB / 4GiB,N/A,N/A
2025-10-10T13:43:39Z,analylit-worker-analysis-1,0.03%,22.01MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:39Z,analylit_monitor,0.85%,29.61MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:39Z,analylit-worker-extraction-1,0.03%,22MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:39Z,analylit-worker-synthesis-1,0.04%,22.03MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:39Z,analylit-worker-extraction-3,0.03%,22MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:39Z,analylit-worker-extraction-6,0.04%,22.02MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:39Z,analylit_redis,0.32%,6.621MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:39Z,analylit-worker-extraction-5,0.05%,22.01MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:39Z,analylit_ollama,0.00%,49.55MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:39Z,analylit-worker-extraction-2,0.04%,22.01MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:39Z,analylit-worker-screening-1,0.03%,22.03MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:39Z,analylit_db,0.03%,30MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:39Z,analylit-worker-screening-2,0.03%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:39Z,analylit-worker-analysis-4,0.03%,22.01MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:39Z,analylit-worker-analysis-3,0.03%,22.02MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:39Z,analylit-worker-analysis-5,0.04%,22.02MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:39Z,analylit-worker-extraction-4,0.03%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:39Z,analylit-worker-analysis-2,0.04%,22.05MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:46Z,analylit_web,66.64%,626.1MiB / 13.65GiB,N/A,N/A
2025-10-10T13:43:46Z,analylit-rq-dashboard-1,0.02%,20.49MiB / 13.65GiB,N/A,N/A
