timestamp,container_name,cpu_percent,mem_usage_mb,gpu_percent,gpu_mem_percent
2025-10-11T10:19:46Z,analylit-rq-dashboard-1,0.01%,19.91MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:46Z,analylit_redis,0.39%,4.184MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:46Z,analylit-worker-extraction-6,0.03%,21.51MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:46Z,analylit-worker-analysis-3,0.04%,21.5MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:46Z,analylit-worker-analysis-4,0.05%,21.5MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:46Z,analylit-worker-extraction-1,0.04%,21.52MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:46Z,analylit-worker-extraction-2,0.04%,21.5MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:46Z,analylit-worker-extraction-4,0.04%,21.5MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:46Z,analylit-worker-analysis-1,0.04%,21.52MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:46Z,analylit-worker-synthesis-2,0.04%,21.52MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:46Z,analylit_db,0.03%,17.4MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:46Z,analylit-worker-synthesis-1,0.04%,21.51MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:46Z,analylit-worker-analysis-6,0.04%,21.51MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:46Z,analylit_monitor,0.58%,10.95MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:46Z,analylit-worker-analysis-5,0.04%,21.5MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:46Z,analylit-worker-import-1,0.04%,21.48MiB / 4GiB,N/A,N/A
2025-10-11T10:19:46Z,analylit-worker-screening-1,0.05%,21.51MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:46Z,analylit-worker-analysis-2,0.04%,21.48MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:46Z,analylit-worker-extraction-5,0.05%,21.5MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:46Z,analylit-worker-screening-2,0.04%,21.48MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:46Z,analylit-worker-extraction-3,0.03%,21.52MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:46Z,analylit_web,448.29%,559.4MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:46Z,analylit_ollama,65.48%,60.35MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:54Z,analylit_web,575.07%,3.202GiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:54Z,analylit-rq-dashboard-1,0.58%,20.32MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:54Z,analylit_redis,0.43%,4.078MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:54Z,analylit-worker-extraction-6,0.04%,21.51MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:54Z,analylit-worker-analysis-3,0.04%,21.5MiB / 13.65GiB,N/A,N/A
2025-10-11T10:19:54Z,analylit-worker-analysis-4,0.04%,21.5MiB / 13.65GiB,N/A,N/A
