timestamp,container_name,cpu_percent,mem_usage_mb,gpu_percent,gpu_mem_percent
2025-10-11T10:20:44Z,analylit-worker-import-1,20.30%,22.05MiB / 4GiB,N/A,N/A
2025-10-11T10:20:44Z,analylit_monitor,0.61%,9.539MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:44Z,analylit-rq-dashboard-1,0.36%,20.43MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:44Z,analylit_redis,4.55%,4.109MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:44Z,analylit_db,3.59%,20.66MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:44Z,analylit_ollama,59.15%,14.05MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:44Z,analylit-worker-screening-2,0.04%,22.02MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:44Z,analylit-worker-analysis-5,0.05%,22.03MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:44Z,analylit-worker-synthesis-2,0.06%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:44Z,analylit-worker-extraction-5,0.05%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:44Z,analylit-worker-analysis-3,17.70%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:44Z,analylit-worker-screening-1,18.34%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:44Z,analylit-worker-synthesis-1,0.04%,22.05MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:44Z,analylit-worker-extraction-6,0.04%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:44Z,analylit-worker-extraction-1,0.05%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:44Z,analylit-worker-analysis-6,0.04%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:44Z,analylit-worker-analysis-4,20.19%,22.06MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:44Z,analylit-worker-extraction-2,22.85%,22.05MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:44Z,analylit_web,537.80%,441.6MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:44Z,analylit-worker-analysis-1,0.04%,22.05MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:44Z,analylit-worker-extraction-4,0.04%,22.05MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:44Z,analylit-worker-analysis-2,10.60%,22.05MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:44Z,analylit-worker-extraction-3,18.49%,22.06MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:52Z,analylit_web,577.03%,3.677GiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:52Z,analylit-worker-synthesis-2,0.03%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:52Z,analylit-worker-analysis-5,0.04%,22.03MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:52Z,analylit-worker-analysis-3,0.05%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:52Z,analylit-worker-extraction-5,0.04%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:52Z,analylit-worker-extraction-6,0.04%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:52Z,analylit-worker-screening-2,0.03%,22.02MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:52Z,analylit-worker-synthesis-1,0.03%,22.05MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:52Z,analylit-worker-analysis-6,0.04%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:52Z,analylit-worker-extraction-1,0.04%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:52Z,analylit-worker-analysis-4,0.03%,22.06MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:52Z,analylit-worker-extraction-2,0.03%,22.05MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:52Z,analylit-worker-import-1,0.03%,22.05MiB / 4GiB,N/A,N/A
2025-10-11T10:20:52Z,analylit-worker-analysis-1,0.04%,22.05MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:52Z,analylit-worker-extraction-4,0.04%,22.05MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:52Z,analylit-worker-analysis-2,0.04%,22.05MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:52Z,analylit-worker-extraction-3,0.03%,22.06MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:52Z,analylit-worker-screening-1,0.04%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:52Z,analylit_monitor,0.82%,10.89MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:52Z,analylit_ollama,0.00%,17.79MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:52Z,analylit-rq-dashboard-1,0.01%,20.44MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:52Z,analylit_redis,0.41%,4.219MiB / 13.65GiB,N/A,N/A
2025-10-11T10:20:52Z,analylit_db,0.01%,20.66MiB / 13.65GiB,N/A,N/A
2025-10-11T10:21:00Z,analylit_web,0.12%,4.784GiB / 13.65GiB,N/A,N/A
2025-10-11T10:21:00Z,analylit-worker-synthesis-2,0.03%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:21:00Z,analylit-worker-analysis-5,0.03%,22.03MiB / 13.65GiB,N/A,N/A
2025-10-11T10:21:00Z,analylit-worker-analysis-3,0.03%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:21:00Z,analylit-worker-extraction-5,0.04%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:21:00Z,analylit-worker-extraction-6,0.03%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:21:00Z,analylit-worker-screening-2,0.03%,22.02MiB / 13.65GiB,N/A,N/A
2025-10-11T10:21:00Z,analylit-worker-synthesis-1,0.03%,22.05MiB / 13.65GiB,N/A,N/A
2025-10-11T10:21:00Z,analylit-worker-analysis-6,0.04%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:21:00Z,analylit-worker-extraction-1,0.04%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:21:00Z,analylit-worker-analysis-4,0.03%,22.06MiB / 13.65GiB,N/A,N/A
2025-10-11T10:21:00Z,analylit-worker-extraction-2,0.04%,22.05MiB / 13.65GiB,N/A,N/A
2025-10-11T10:21:00Z,analylit-worker-import-1,0.04%,22.05MiB / 4GiB,N/A,N/A
2025-10-11T10:21:00Z,analylit-worker-analysis-1,0.03%,22.05MiB / 13.65GiB,N/A,N/A
