timestamp,container_name,cpu_percent,mem_usage_mb,gpu_percent,gpu_mem_percent
2025-10-11T10:02:33Z,analylit_monitor,0.60%,9.543MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:33Z,analylit_db,0.03%,18.96MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:33Z,analylit_redis,2.36%,4.195MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:33Z,analylit-worker-import-1,0.05%,21.15MiB / 4GiB,N/A,N/A
2025-10-11T10:02:33Z,analylit-worker-extraction-6,1.96%,22.03MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:33Z,analylit-worker-screening-1,2.39%,22.02MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:33Z,analylit_ollama,42.48%,196.6MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:33Z,analylit-worker-synthesis-2,9.41%,22.02MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:33Z,analylit-worker-analysis-3,9.65%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:33Z,analylit-rq-dashboard-1,32.24%,19.84MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:33Z,analylit-worker-extraction-1,0.05%,22.03MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:33Z,analylit-worker-screening-2,0.06%,22.03MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:33Z,analylit-worker-analysis-4,0.04%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:33Z,analylit-worker-synthesis-1,0.04%,22.03MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:33Z,analylit-worker-extraction-2,13.81%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:33Z,analylit-worker-analysis-1,13.52%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:33Z,analylit-worker-extraction-4,0.04%,22.03MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:33Z,analylit-worker-analysis-6,0.08%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:33Z,analylit-worker-extraction-5,12.33%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:33Z,analylit-worker-analysis-5,14.77%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:33Z,analylit-worker-extraction-3,0.05%,22.05MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:33Z,analylit-worker-analysis-2,0.05%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:42Z,analylit-rq-dashboard-1,0.23%,20.09MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:42Z,analylit_redis,0.43%,4.426MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:42Z,analylit-worker-extraction-6,0.04%,22.03MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:42Z,analylit-worker-analysis-3,0.03%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:42Z,analylit-worker-analysis-4,0.04%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:42Z,analylit-worker-extraction-1,0.04%,22.03MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:42Z,analylit-worker-extraction-2,0.05%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:42Z,analylit-worker-extraction-4,0.04%,22.03MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:42Z,analylit_ollama,0.00%,21.21MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:42Z,analylit-worker-analysis-1,0.03%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:42Z,analylit-worker-synthesis-2,0.04%,22.02MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:42Z,analylit_db,0.02%,20.91MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:42Z,analylit-worker-synthesis-1,0.04%,22.03MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:42Z,analylit-worker-analysis-6,0.03%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:42Z,analylit_monitor,0.23%,10.84MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:42Z,analylit-worker-analysis-5,0.04%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:42Z,analylit-worker-import-1,0.03%,21.15MiB / 4GiB,N/A,N/A
2025-10-11T10:02:42Z,analylit-worker-screening-1,0.03%,22.02MiB / 13.65GiB,N/A,N/A
2025-10-11T10:02:42Z,analylit-worker-analysis-2,0.03%,22.04MiB / 13.65GiB,N/A,N/A
